 0,  1, -0.077926783355
 0,  2, -0.359463135683
 0,  3, -0.427366245043
 0,  4,  0.455552548644
 0,  5, -0.394576503419
 0,  6,  0.038079051437
 0,  7,  0.307232054755
 0,  8, -0.498347798061
 0,  9, -0.269410919959
 0, 10, -0.451720903511
 0, 11,  0.374173750346
 1,  2,  0.007988414460
 1,  3, -0.021753801540
 1,  4,  0.029672414719
 1,  5,  0.203157917996
 1,  6,  0.242243767285
 1,  7, -0.014423325440
 1,  8, -0.426191710994
 1,  9, -0.194224464002
 1, 10, -0.267057873397
 1, 11, -0.304968332380
 2,  3, -0.078910193554
 2,  4, -0.179827611341
 2,  5,  0.141130866647
 2,  6,  0.393228573153
 2,  7, -0.189795971735
 2,  8,  0.151240155669
 2,  9,  0.019149782100
 2, 10, -0.309344675294
 2, 11, -0.379575113359
 3,  4, -0.279463148928
 3,  5,  0.420879352015
 3,  6, -0.242797340983
 3,  7,  0.434824353804
 3,  8,  0.141666706766
 3,  9, -0.324894719986
 3, 10,  0.004170516096
 3, 11,  0.372108214874
 4,  5,  0.353173447971
 4,  6, -0.206863642453
 4,  7, -0.280794096979
 4,  8, -0.212567453557
 4,  9,  0.469775932534
 4, 10, -0.120650071500
 4, 11, -0.266967495652
 5,  6, -0.252312992235
 5,  7,  0.139157572220
 5,  8, -0.087805175781
 5,  9,  0.029733323020
 5, 10,  0.001382540689
 5, 11, -0.011832927699
 6,  7,  0.164136838221
 6,  8,  0.497152933486
 6,  9,  0.381985298093
 6, 10,  0.469354065809
 6, 11, -0.429632130551
 7,  8,  0.129601773490
 7,  9,  0.038326828598
 7, 10,  0.423905430709
 7, 11,  0.213598031845
 8,  9, -0.492122457409
 8, 10, -0.153876012294
 8, 11,  0.495422712061
 9, 10, -0.120808443626
 9, 11,  0.045574463923
10, 11, -0.472308027719
