 0,  1,  0.383244376887
 0,  2, -0.097926550719
 0,  3,  0.247136151112
 0,  4,  0.037161536417
 0,  5, -0.275675142999
 0,  6,  0.262505867477
 0,  7,  0.201028354417
 0,  8,  0.237948092238
 0,  9, -0.263308265512
 0, 10, -0.482207721637
 0, 11,  0.047170189345
 1,  2,  0.327397279076
 1,  3, -0.069630754207
 1,  4, -0.455505062756
 1,  5, -0.284727173099
 1,  6,  0.307479948710
 1,  7,  0.166036773533
 1,  8, -0.488371709342
 1,  9, -0.478600702482
 1, 10,  0.454660612999
 1, 11, -0.222258589774
 2,  3, -0.252201151456
 2,  4,  0.112784280440
 2,  5, -0.461351516763
 2,  6, -0.278639735004
 2,  7,  0.380182112086
 2,  8, -0.167855233087
 2,  9, -0.251809452051
 2, 10, -0.199632806859
 2, 11,  0.423840547416
 3,  4,  0.086277549038
 3,  5,  0.109412937606
 3,  6, -0.322543690919
 3,  7,  0.436974608044
 3,  8,  0.191083846469
 3,  9, -0.227008639147
 3, 10,  0.014867245777
 3, 11,  0.419542680951
 4,  5,  0.055191290393
 4,  6, -0.017335082617
 4,  7, -0.204499101898
 4,  8,  0.245066812725
 4,  9, -0.226534811701
 4, 10, -0.161168652559
 4, 11,  0.446265583938
 5,  6, -0.058359587041
 5,  7, -0.266179255956
 5,  8,  0.094207017212
 5,  9,  0.287208424939
 5, 10,  0.378953082299
 5, 11,  0.387271955567
 6,  7,  0.058332912998
 6,  8,  0.225021538950
 6,  9, -0.388172477892
 6, 10, -0.229012492673
 6, 11,  0.076089875062
 7,  8,  0.345123597967
 7,  9, -0.046894598321
 7, 10, -0.226324633856
 7, 11, -0.248116505582
 8,  9, -0.332139310679
 8, 10, -0.086995662785
 8, 11, -0.254207772399
 9, 10, -0.177197227373
 9, 11,  0.044102473437
10, 11, -0.000921975480
